condom_usage_reduction,simulation_df,pitc_reduction_year,pitc_reduction_percentage,elimination_year,mean_incidence_2100,lower_ci,upper_ci
6,simulation_df,2050,70,NA,0.003323905,0.00299175175,0.00365605825
6,simulation_df,2050,80,NA,0.00393625,0.00350810399999999,0.004364396
6,simulation_df,2050,90,NA,0.00460103,0.004070018,0.005132042
6,simulation_df,2050,100,NA,0.00530293,0.004671484,0.005934376
8,simulation_df,2025,0,NA,0.00121357,0.0011899435,0.00123719649999999
8,simulation_df,2025,10,NA,0.001519495,0.00146475125,0.00157423875
8,simulation_df,2025,20,NA,0.00188867999999999,0.0017927395,0.00198462049999999
8,simulation_df,2025,30,NA,0.00233295,0.0021848735,0.0024810265
8,simulation_df,2025,40,NA,0.00285879,0.0026479565,0.0030696235
8,simulation_df,2025,50,NA,0.003467725,0.00318494325,0.00375050675
8,simulation_df,2025,60,NA,0.004161385,0.00379916425,0.00452360575
8,simulation_df,2025,70,NA,0.004926445,0.00448070975,0.00537218025
8,simulation_df,2025,80,NA,0.005742095,0.00521296875,0.00627122125
8,simulation_df,2025,90,NA,0.00657774499999999,0.00597132675,0.00718416324999999
8,simulation_df,2025,100,NA,0.007412705,0.00674284575,0.00808256425
8,simulation_df,2030,0,NA,0.00121357,0.0011899435,0.00123719649999999
8,simulation_df,2030,10,NA,0.00151541,0.0014611555,0.0015696645
8,simulation_df,2030,20,NA,0.001879405,0.00178449525,0.00197431475
8,simulation_df,2030,30,NA,0.002317435,0.00217090225,0.00246396775
8,simulation_df,2030,40,NA,0.0028363,0.0026273095,0.0030452905
8,simulation_df,2030,50,NA,0.00343817,0.003157122,0.003719218
8,simulation_df,2030,60,NA,0.004125465,0.00376429875,0.00448663125
8,simulation_df,2030,70,NA,0.004885765,0.00443978274999999,0.00533174725
8,simulation_df,2030,80,NA,0.00569889,0.005167745,0.006230035
8,simulation_df,2030,90,NA,0.0065344,0.0059240155,0.0071447845
8,simulation_df,2030,100,NA,0.007371195,0.00669557874999999,0.00804681125
8,simulation_df,2035,0,NA,0.00121357,0.0011899435,0.00123719649999999
8,simulation_df,2035,10,NA,0.001509205,0.00145577225,0.00156263775
8,simulation_df,2035,20,NA,0.001865305,0.00177217175,0.00195843825
8,simulation_df,2035,30,NA,0.002293685,0.00214988825,0.00243748175
8,simulation_df,2035,40,NA,0.00280155,0.0025960175,0.0030070825
8,simulation_df,2035,50,NA,0.003391945,0.00311452125,0.00366936874999999
8,simulation_df,2035,60,NA,0.004068395,0.00371013575,0.00442665425
8,simulation_df,2035,70,NA,0.004819905,0.00437508175,0.00526472825
8,simulation_df,2035,80,NA,0.005627425,0.00509476474999999,0.00616008525
8,simulation_df,2035,90,NA,0.006461005,0.00584590375,0.00707610625
8,simulation_df,2035,100,NA,0.007299155,0.00661558724999999,0.00798272275
8,simulation_df,2040,0,NA,0.00121357,0.0011899435,0.00123719649999999
8,simulation_df,2040,10,NA,0.001501085,0.00144878275,0.00155338725
8,simulation_df,2040,20,NA,0.00184675,0.0017561105,0.0019373895
8,simulation_df,2040,30,NA,0.00226223,0.00212238999999999,0.00240207
8,simulation_df,2040,40,NA,0.002755065,0.00255476225,0.00295536775
8,simulation_df,2040,50,NA,0.00332921,0.003057681,0.003600739
8,simulation_df,2040,60,NA,0.00398953,0.00363678549999999,0.0043422745
8,simulation_df,2040,70,NA,0.0047269,0.0042858055,0.0051679945
8,simulation_df,2040,80,NA,0.00552398999999999,0.0049918094999999996,0.00605617049999999
8,simulation_df,2040,90,NA,0.00635191,0.0057329565,0.0069708635
8,simulation_df,2040,100,NA,0.00718909999999999,0.006496854,0.007881346
8,simulation_df,2045,0,NA,0.00121357,0.0011899435,0.00123719649999999
8,simulation_df,2045,10,NA,0.0014914,0.0014404515,0.0015423485
8,simulation_df,2045,20,NA,0.00182457,0.0017369705,0.0019121695
8,simulation_df,2045,30,NA,0.002224415,0.00208951024999999,0.00235931975
8,simulation_df,2045,40,NA,0.00269867,0.0025051455,0.0028921945
8,simulation_df,2045,50,NA,0.003252115,0.00298870374999999,0.00351552625
8,simulation_df,2045,60,NA,0.003890925,0.00354658325,0.00423526675
8,simulation_df,2045,70,NA,0.00460812,0.0041741125,0.0050421275
8,simulation_df,2045,80,NA,0.00538863499999999,0.00486036375,0.00591690624999999
8,simulation_df,2045,90,NA,0.00620531499999999,0.00558536875,0.00682526125
8,simulation_df,2045,100,NA,0.007037045,0.00633773574999999,0.00773635425
8,simulation_df,2050,0,NA,0.00121357,0.0011899435,0.00123719649999999
8,simulation_df,2050,10,NA,0.001480055,0.00143066925,0.00152944074999999
8,simulation_df,2050,20,NA,0.001798555,0.00171451324999999,0.00188259675
8,simulation_df,2050,30,NA,0.0021799,0.0020509185,0.0023088815
8,simulation_df,2050,40,NA,0.002631785,0.00244666325,0.00281690674999999
8,simulation_df,2050,50,NA,0.003159635,0.00290678775,0.00341248225
8,simulation_df,2050,60,NA,0.00377077499999999,0.00343824174999999,0.00410330825
8,simulation_df,2050,70,NA,0.004460505,0.00403794974999999,0.00488306025
8,simulation_df,2050,80,NA,0.00521644,0.0046970845,0.0057357955
8,simulation_df,2050,90,NA,0.00601392,0.005398035,0.006629805
8,simulation_df,2050,100,NA,0.006832975,0.00613081575,0.00753513425
10,simulation_df,2025,0,NA,0.00159787999999999,0.00155052249999999,0.0016452375
10,simulation_df,2025,10,NA,0.001984825,0.00189923475,0.00207041525
10,simulation_df,2025,20,NA,0.00244614,0.002312456,0.00257982399999999
10,simulation_df,2025,30,NA,0.0029918,0.0028004985,0.0031831015
10,simulation_df,2025,40,NA,0.0036235,0.00336691449999999,0.0038800855
10,simulation_df,2025,50,NA,0.004336325,0.00400957725,0.00466307275
10,simulation_df,2025,60,NA,0.00512603,0.004726631,0.00552542899999999
10,simulation_df,2025,70,NA,0.00597337,0.0055018375,0.00644490249999999
10,simulation_df,2025,80,NA,0.006854525,0.00631411275,0.00739493725
10,simulation_df,2025,90,NA,0.0077391100000000004,0.007137,0.00834122
10,simulation_df,2025,100,NA,0.008610005,0.00795947825,0.00926053175
10,simulation_df,2030,0,NA,0.00159787999999999,0.00155052249999999,0.0016452375
10,simulation_df,2030,10,NA,0.00198013,0.0018950005,0.0020652595
10,simulation_df,2030,20,NA,0.00243583,0.0023030295,0.0025686305
10,simulation_df,2030,30,NA,0.00297527,0.0027850895,0.0031654505
10,simulation_df,2030,40,NA,0.00360072,0.003345132,0.00385630799999999
10,simulation_df,2030,50,NA,0.004308065,0.00398171625,0.00463441374999999
10,simulation_df,2030,60,NA,0.005093785,0.00469368775,0.00549388225
10,simulation_df,2030,70,NA,0.00593916,0.00546549,0.00641283
10,simulation_df,2030,80,NA,0.00682048,0.00627641499999999,0.007364545
10,simulation_df,2030,90,NA,0.00770701,0.00709994099999999,0.008314079
10,simulation_df,2030,100,NA,0.0085810150000000009,0.00792462675,0.00923740324999999
10,simulation_df,2035,0,NA,0.00159787999999999,0.00155052249999999,0.0016452375
10,simulation_df,2035,10,NA,0.00197281,0.001888507,0.002057113
10,simulation_df,2035,20,NA,0.002419685,0.00228852325,0.00255084675
10,simulation_df,2035,30,NA,0.00294914,0.002761173,0.003137107
10,simulation_df,2035,40,NA,0.00356429,0.0033109725,0.0038176075
10,simulation_df,2035,50,NA,0.00426219,0.00393740399999999,0.00458697599999999
10,simulation_df,2035,60,NA,0.00504047,0.004640368,0.005440572
10,simulation_df,2035,70,NA,0.005881415,0.00540546025,0.00635736975
10,simulation_df,2035,80,NA,0.00676168,0.006212713,0.007310647
10,simulation_df,2035,90,NA,0.0076502,0.00703573999999999,0.00826466
10,simulation_df,2035,100,NA,0.008528375,0.00786261975,0.00919413025
10,simulation_df,2040,0,NA,0.00159787999999999,0.00155052249999999,0.0016452375
10,simulation_df,2040,10,NA,0.00196310499999999,0.00187996574999999,0.00204624425
10,simulation_df,2040,20,NA,0.002398095,0.00226931775,0.00252687225
10,simulation_df,2040,30,NA,0.00291381,0.002729225,0.003098395
10,simulation_df,2040,40,NA,0.003514315,0.00326479275,0.00376383725
10,simulation_df,2040,50,NA,0.00419811,0.003876554,0.004519666
10,simulation_df,2040,60,NA,0.004964355,0.00456571125,0.00536299874999999
10,simulation_df,2040,70,NA,0.00579688,0.005319429,0.00627433099999999
10,simulation_df,2040,80,NA,0.00667324,0.006119029,0.007227451
10,simulation_df,2040,90,NA,0.007562285,0.00693867175,0.00818589825
10,simulation_df,2040,100,NA,0.00844450999999999,0.0077661055,0.00912291449999999
10,simulation_df,2045,0,NA,0.00159787999999999,0.00155052249999999,0.0016452375
10,simulation_df,2045,10,NA,0.001951435,0.00186971125,0.00203315875
10,simulation_df,2045,20,NA,0.002371985,0.00224618124999999,0.00249778875
10,simulation_df,2045,30,NA,0.00287065499999999,0.00269048274999999,0.00305082725
10,simulation_df,2045,40,NA,0.003452405,0.00320817425,0.00369663575
10,simulation_df,2045,50,NA,0.004117255,0.00380084325,0.00443366675
10,simulation_df,2045,60,NA,0.00486616,0.004471055,0.00526126499999999
10,simulation_df,2045,70,NA,0.005685025,0.00520793975,0.00616211025
10,simulation_df,2045,80,NA,0.00655288,0.00599452699999999,0.007111233
10,simulation_df,2045,90,NA,0.00743908,0.00680611399999999,0.008072046
10,simulation_df,2045,100,NA,0.00832341,0.0076304705,0.0090163495
10,simulation_df,2050,0,NA,0.00159787999999999,0.00155052249999999,0.0016452375
10,simulation_df,2050,10,NA,0.00193766999999999,0.0018576135,0.0020177265
10,simulation_df,2050,20,NA,0.00234102,0.0022188025,0.0024632375
10,simulation_df,2050,30,NA,0.002819045,0.00264438275,0.00299370725
10,simulation_df,2050,40,NA,0.00337741,0.0031401855,0.0036146345
10,simulation_df,2050,50,NA,0.00401766,0.0037087485,0.0043265715
10,simulation_df,2050,60,NA,0.00474265,0.0043539955,0.00513130449999999
10,simulation_df,2050,70,NA,0.00554079499999999,0.00506716775,0.00601442225
10,simulation_df,2050,80,NA,0.006393355,0.00583356275,0.00695314725
10,simulation_df,2050,90,NA,0.007270925,0.00663021175,0.00791163825
10,simulation_df,2050,100,NA,0.00815306,0.00744539549999999,0.0088607245
12,simulation_df,2025,0,NA,0.0019912,0.001921546,0.002060854
12,simulation_df,2025,10,NA,0.002454005,0.00234149175,0.00256651825
12,simulation_df,2025,20,NA,0.002997115,0.00283320675,0.00316102325
12,simulation_df,2025,30,NA,0.003627105,0.00340474325,0.00384946675
12,simulation_df,2025,40,NA,0.004340315,0.00405529125,0.00462533875
12,simulation_df,2025,50,NA,0.00512643999999999,0.004777676,0.005475204
12,simulation_df,2025,60,NA,0.00597764,0.005565967,0.006389313
12,simulation_df,2025,70,NA,0.006872355,0.00640031425,0.00734439575
12,simulation_df,2025,80,NA,0.00778721,0.0072584305,0.0083159895
12,simulation_df,2025,90,NA,0.008694315,0.00811488625,0.00927374374999999
12,simulation_df,2025,100,NA,0.00958049,0.0089618405,0.0101991395
12,simulation_df,2030,0,NA,0.0019912,0.001921546,0.002060854
12,simulation_df,2030,10,NA,0.002448925,0.00233681074999999,0.00256103925
12,simulation_df,2030,20,NA,0.00298638,0.002823132,0.003149628
12,simulation_df,2030,30,NA,0.00361063,0.0033889,0.00383236
12,simulation_df,2030,40,NA,0.00431873,0.00403392,0.00460354
12,simulation_df,2030,50,NA,0.00510106,0.0047516785,0.0054504415
12,simulation_df,2030,60,NA,0.005950255,0.00553684825,0.00636366175
12,simulation_df,2030,70,NA,0.006844875,0.00636990824999999,0.00731984175
12,simulation_df,2030,80,NA,0.00776131,0.007228588,0.008294032
12,simulation_df,2030,90,NA,0.00867112,0.0080870695,0.0092551705
12,simulation_df,2030,100,NA,0.00956053499999999,0.00893698825,0.01018408174999999
12,simulation_df,2035,0,NA,0.0019912,0.001921546,0.002060854
12,simulation_df,2035,10,NA,0.00244083999999999,0.0023294715,0.0025522085
12,simulation_df,2035,20,NA,0.00296915,0.00280722249999999,0.0031310775
12,simulation_df,2035,30,NA,0.00358389,0.003363642,0.003804138
12,simulation_df,2035,40,NA,0.004283185,0.00399937725,0.00456699274999999
12,simulation_df,2035,50,NA,0.00505856,0.0047089885,0.0054081315
12,simulation_df,2035,60,NA,0.005903465,0.00548806325,0.00631886675
12,simulation_df,2035,70,NA,0.006796895,0.00631785275,0.00727593725
12,simulation_df,2035,80,NA,0.00771499,0.0071762165,0.0082537635
12,simulation_df,2035,90,NA,0.00862858,0.008036958,0.009220202
12,simulation_df,2035,100,NA,0.00952292999999999,0.0088909235,0.0101549365
12,simulation_df,2040,0,NA,0.0019912,0.001921546,0.002060854
12,simulation_df,2040,10,NA,0.002429985,0.00231970424999999,0.00254026575
12,simulation_df,2040,20,NA,0.002945775,0.00278586624999999,0.00310568375
12,simulation_df,2040,30,NA,0.0035471,0.0033293125,0.0037648875
12,simulation_df,2040,40,NA,0.0042334,0.0039516775,0.0045151225
12,simulation_df,2040,50,NA,0.00499775499999999,0.00464888175,0.00534662825
12,simulation_df,2040,60,NA,0.005834885,0.00541781125,0.00625195875
12,simulation_df,2040,70,NA,0.00672465,0.00624090049999999,0.0072083995
12,simulation_df,2040,80,NA,0.007643225,0.00709658075,0.00818986924999999
12,simulation_df,2040,90,NA,0.008560675,0.00795841775,0.00916293225
12,simulation_df,2040,100,NA,0.00946105,0.0088164275,0.0101056725
12,simulation_df,2045,0,NA,0.0019912,0.001921546,0.002060854
12,simulation_df,2045,10,NA,0.002416825,0.00230789325,0.00252575674999999
12,simulation_df,2045,20,NA,0.002917155,0.00275983025,0.00307447975
12,simulation_df,2045,30,NA,0.003501415,0.00328701425,0.00371581575
12,simulation_df,2045,40,NA,0.00417046,0.003892034,0.004448886
12,simulation_df,2045,50,NA,0.004919165,0.00457227725,0.00526605275
12,simulation_df,2045,60,NA,0.005743955,0.00532622575,0.00616168425
12,simulation_df,2045,70,NA,0.006626105,0.00613796175,0.00711424825
12,simulation_df,2045,80,NA,0.00754233,0.0069869885,0.00809767149999999
12,simulation_df,2045,90,NA,0.008462195,0.00784707475,0.00907731525
12,simulation_df,2045,100,NA,0.00936851,0.0087075095,0.0100295105
12,simulation_df,2050,0,NA,0.0019912,0.001921546,0.002060854
12,simulation_df,2050,10,NA,0.00240116,0.00229383849999999,0.0025084815
12,simulation_df,2050,20,NA,0.00288278499999999,0.00272869025,0.00303687974999999
12,simulation_df,2050,30,NA,0.003445845,0.00323590925,0.00365578075
12,simulation_df,2050,40,NA,0.004092585,0.00381899925,0.00436617075
12,simulation_df,2050,50,NA,0.00481988,0.004476854,0.005162906
12,simulation_df,2050,60,NA,0.00562617,0.00520969,0.00604265
12,simulation_df,2050,70,NA,0.00649483499999999,0.00600373724999999,0.00698593275
12,simulation_df,2050,80,NA,0.00740379499999999,0.00684014575,0.00796744425
12,simulation_df,2050,90,NA,0.00832267,0.007693504,0.008951836
12,simulation_df,2050,100,NA,0.00923314,0.008552693,0.009913587
14,simulation_df,2025,0,NA,0.00237493,0.002286542,0.002463318
14,simulation_df,2025,10,NA,0.00290380999999999,0.0027703635,0.0030372565
14,simulation_df,2025,20,NA,0.003514275,0.00332909625,0.00369945375
14,simulation_df,2025,30,NA,0.00420928,0.0039678945,0.0044506655
14,simulation_df,2025,40,NA,0.00498078,0.004681872,0.005279688
14,simulation_df,2025,50,NA,0.00581505499999999,0.00546000675,0.00617010325
14,simulation_df,2025,60,NA,0.006702995,0.00629418625,0.00711180375
14,simulation_df,2025,70,NA,0.0076231,0.00716330949999999,0.0080828905
14,simulation_df,2025,80,NA,0.00855391499999999,0.00804586925,0.00906196074999999
14,simulation_df,2025,90,NA,0.009470405,0.00891855474999999,0.01002225525
14,simulation_df,2025,100,NA,0.01036248,0.009776501,0.010948459
14,simulation_df,2030,0,NA,0.00237493,0.002286542,0.002463318
14,simulation_df,2030,10,NA,0.00289857,0.002765437,0.003031703
14,simulation_df,2030,20,NA,0.00350361,0.0033188445,0.0036883755
14,simulation_df,2030,30,NA,0.00419358,0.003952394,0.004434766
14,simulation_df,2030,40,NA,0.004961105,0.00466182175,0.00526038825
14,simulation_df,2030,50,NA,0.005792985,0.00543672075,0.00614924925
14,simulation_df,2030,60,NA,0.006680275,0.00626930025,0.00709124975
14,simulation_df,2030,70,NA,0.00760134,0.0071385285,0.0080641515
14,simulation_df,2030,80,NA,0.008534295,0.00802264875,0.00904594125
14,simulation_df,2030,90,NA,0.00945356,0.008897867,0.010009253
14,simulation_df,2030,100,NA,0.01034858,0.009758801,0.010938359
14,simulation_df,2035,0,NA,0.00237493,0.002286542,0.002463318
14,simulation_df,2035,10,NA,0.00289007,0.00275756399999999,0.003022576
14,simulation_df,2035,20,NA,0.00348611999999999,0.00330231399999999,0.003669926
14,simulation_df,2035,30,NA,0.00416749999999999,0.003927093,0.00440790699999999
14,simulation_df,2035,40,NA,0.004927915,0.00462861274999999,0.00522721725
14,simulation_df,2035,50,NA,0.00575505999999999,0.0053974325,0.00611268749999999
14,simulation_df,2035,60,NA,0.00664041,0.00622641899999999,0.007054401
14,simulation_df,2035,70,NA,0.007562275,0.00709482275,0.00802972725
14,simulation_df,2035,80,NA,0.008498205,0.00798062125,0.00901578875
14,simulation_df,2035,90,NA,0.009421775,0.00885935125,0.00998419875
14,simulation_df,2035,100,NA,0.01032152,0.009724844,0.010918196
14,simulation_df,2040,0,NA,0.00237493,0.002286542,0.002463318
14,simulation_df,2040,10,NA,0.00287854499999999,0.00274697474999999,0.00301011525
14,simulation_df,2040,20,NA,0.00346211,0.0032798335,0.00364438649999999
14,simulation_df,2040,30,NA,0.00413109499999999,0.00389217475,0.00437001524999999
14,simulation_df,2040,40,NA,0.004880645,0.00458194125,0.00517934875
14,simulation_df,2040,50,NA,0.005699765,0.00534099275,0.00605853725
14,simulation_df,2040,60,NA,0.00658076,0.006163235,0.006998285
14,simulation_df,2040,70,NA,0.00750216,0.0070285945,0.0079757255
14,simulation_df,2040,80,NA,0.008441,0.007914985,0.00896701499999999
14,simulation_df,2040,90,NA,0.00936978,0.0087972435,0.0099423165
14,simulation_df,2040,100,NA,0.010275965,0.00966821675,0.01088371325
14,simulation_df,2045,0,NA,0.00237493,0.002286542,0.002463318
14,simulation_df,2045,10,NA,0.00286447,0.0027340825,0.0029948575
14,simulation_df,2045,20,NA,0.003432375,0.00325214575,0.00361260425
14,simulation_df,2045,30,NA,0.00408522,0.003848537,0.00432190299999999
14,simulation_df,2045,40,NA,0.004819785,0.00452249675,0.00511707325
14,simulation_df,2045,50,NA,0.005626805,0.00526750075,0.00598610925
14,simulation_df,2045,60,NA,0.006499825,0.00607883725,0.00692081275
14,simulation_df,2045,70,NA,0.00741809999999999,0.00693758049999999,0.00789861949999999
14,simulation_df,2045,80,NA,0.00835843,0.007821984,0.008894876
14,simulation_df,2045,90,NA,0.0092923,0.0087064065,0.0098781935
14,simulation_df,2045,100,NA,0.01020576,0.009582617,0.010828903
14,simulation_df,2050,0,NA,0.00237493,0.002286542,0.002463318
14,simulation_df,2050,10,NA,0.002847545,0.00271860625,0.00297648375
14,simulation_df,2050,20,NA,0.003396205,0.00321861675,0.00357379325
14,simulation_df,2050,30,NA,0.004028505,0.00379499974999999,0.00426201025
14,simulation_df,2050,40,NA,0.004743005,0.00444833874999999,0.00503767125
14,simulation_df,2050,50,NA,0.005532505,0.00517389425,0.00589111575
14,simulation_df,2050,60,NA,0.00639229,0.0059686945,0.00681588549999999
14,simulation_df,2050,70,NA,0.007302965,0.00681549625,0.00779043375
14,simulation_df,2050,80,NA,0.008241655,0.00769350025,0.00878980975
14,simulation_df,2050,90,NA,0.00917909,0.0085770085,0.0097811715
14,simulation_df,2050,100,NA,0.010099825,0.00945679375,0.01074285625
