year,intervention_year,test_reduction,mean,upper_CI,lower_CI
1990,2025,0,0.0062538097,0.007689473499999999,0.00510844175
1990,2025,20,0.0062538097,0.007689473499999999,0.00510844175
1990,2025,40,0.0062538097,0.007689473499999999,0.00510844175
1990,2025,60,0.0062538097,0.007689473499999999,0.00510844175
1990,2025,80,0.0062538097,0.007689473499999999,0.00510844175
1990,2025,100,0.0062538097,0.007689473499999999,0.00510844175
1991,2025,0,0.0085985752,0.0101276575,0.007353440500000001
1991,2025,20,0.0085985752,0.0101276575,0.007353440500000001
1991,2025,40,0.0085985752,0.0101276575,0.007353440500000001
1991,2025,60,0.0085985752,0.0101276575,0.007353440500000001
1991,2025,80,0.0085985752,0.0101276575,0.007353440500000001
1991,2025,100,0.0085985752,0.0101276575,0.007353440500000001
1992,2025,0,0.0111803506,0.012706924999999999,0.00994955775
1992,2025,20,0.0111803506,0.012706924999999999,0.00994955775
1992,2025,40,0.0111803506,0.012706924999999999,0.00994955775
1992,2025,60,0.0111803506,0.012706924999999999,0.00994955775
1992,2025,80,0.0111803506,0.012706924999999999,0.00994955775
1992,2025,100,0.0111803506,0.012706924999999999,0.00994955775
1993,2025,0,0.013837556,0.015226634999999999,0.012666147499999999
1993,2025,20,0.013837556,0.015226634999999999,0.012666147499999999
1993,2025,40,0.013837556,0.015226634999999999,0.012666147499999999
1993,2025,60,0.013837556,0.015226634999999999,0.012666147499999999
1993,2025,80,0.013837556,0.015226634999999999,0.012666147499999999
1993,2025,100,0.013837556,0.015226634999999999,0.012666147499999999
1994,2025,0,0.016331005,0.0176143625,0.015226324999999999
1994,2025,20,0.016331005,0.0176143625,0.015226324999999999
1994,2025,40,0.016331005,0.0176143625,0.015226324999999999
1994,2025,60,0.016331005,0.0176143625,0.015226324999999999
1994,2025,80,0.016331005,0.0176143625,0.015226324999999999
1994,2025,100,0.016331005,0.0176143625,0.015226324999999999
1995,2025,0,0.018434785,0.019656572499999997,0.0173452375
1995,2025,20,0.018434785,0.019656572499999997,0.0173452375
1995,2025,40,0.018434785,0.019656572499999997,0.0173452375
1995,2025,60,0.018434785,0.019656572499999997,0.0173452375
1995,2025,80,0.018434785,0.019656572499999997,0.0173452375
1995,2025,100,0.018434785,0.019656572499999997,0.0173452375
1996,2025,0,0.020015628,0.021136444999999997,0.0190653375
1996,2025,20,0.020015628,0.021136444999999997,0.0190653375
1996,2025,40,0.020015628,0.021136444999999997,0.0190653375
1996,2025,60,0.020015628,0.021136444999999997,0.0190653375
1996,2025,80,0.020015628,0.021136444999999997,0.0190653375
1996,2025,100,0.020015628,0.021136444999999997,0.0190653375
1997,2025,0,0.021018415,0.0220544575,0.020216514999999997
1997,2025,20,0.021018415,0.0220544575,0.020216514999999997
1997,2025,40,0.021018415,0.0220544575,0.020216514999999997
1997,2025,60,0.021018415,0.0220544575,0.020216514999999997
1997,2025,80,0.021018415,0.0220544575,0.020216514999999997
1997,2025,100,0.021018415,0.0220544575,0.020216514999999997
1998,2025,0,0.02151363,0.02248547,0.0208241275
1998,2025,20,0.02151363,0.02248547,0.0208241275
1998,2025,40,0.02151363,0.02248547,0.0208241275
1998,2025,60,0.02151363,0.02248547,0.0208241275
1998,2025,80,0.02151363,0.02248547,0.0208241275
1998,2025,100,0.02151363,0.02248547,0.0208241275
1999,2025,0,0.021564647,0.022438165000000003,0.020931845
1999,2025,20,0.021564647,0.022438165000000003,0.020931845
1999,2025,40,0.021564647,0.022438165000000003,0.020931845
1999,2025,60,0.021564647,0.022438165000000003,0.020931845
1999,2025,80,0.021564647,0.022438165000000003,0.020931845
1999,2025,100,0.021564647,0.022438165000000003,0.020931845
2000,2025,0,0.02122512,0.021934975000000002,0.020650052500000002
2000,2025,20,0.02122512,0.021934975000000002,0.020650052500000002
2000,2025,40,0.02122512,0.021934975000000002,0.020650052500000002
2000,2025,60,0.02122512,0.021934975000000002,0.020650052500000002
2000,2025,80,0.02122512,0.021934975000000002,0.020650052500000002
2000,2025,100,0.02122512,0.021934975000000002,0.020650052500000002
2001,2025,0,0.020593005,0.021133837500000002,0.0201374675
2001,2025,20,0.020593005,0.021133837500000002,0.0201374675
2001,2025,40,0.020593005,0.021133837500000002,0.0201374675
2001,2025,60,0.020593005,0.021133837500000002,0.0201374675
2001,2025,80,0.020593005,0.021133837500000002,0.0201374675
2001,2025,100,0.020593005,0.021133837500000002,0.0201374675
2002,2025,0,0.019834736,0.02034011,0.0194437075
2002,2025,20,0.019834736,0.02034011,0.0194437075
2002,2025,40,0.019834736,0.02034011,0.0194437075
2002,2025,60,0.019834736,0.02034011,0.0194437075
2002,2025,80,0.019834736,0.02034011,0.0194437075
2002,2025,100,0.019834736,0.02034011,0.0194437075
2003,2025,0,0.019099615,0.0196140125,0.0186768475
2003,2025,20,0.019099615,0.0196140125,0.0186768475
2003,2025,40,0.019099615,0.0196140125,0.0186768475
2003,2025,60,0.019099615,0.0196140125,0.0186768475
2003,2025,80,0.019099615,0.0196140125,0.0186768475
2003,2025,100,0.019099615,0.0196140125,0.0186768475
2004,2025,0,0.01837391,0.018938109999999998,0.0178841425
2004,2025,20,0.01837391,0.018938109999999998,0.0178841425
2004,2025,40,0.01837391,0.018938109999999998,0.0178841425
2004,2025,60,0.01837391,0.018938109999999998,0.0178841425
2004,2025,80,0.01837391,0.018938109999999998,0.0178841425
2004,2025,100,0.01837391,0.018938109999999998,0.0178841425
2005,2025,0,0.017691292,0.018276445000000002,0.01715421
2005,2025,20,0.017691292,0.018276445000000002,0.01715421
2005,2025,40,0.017691292,0.018276445000000002,0.01715421
2005,2025,60,0.017691292,0.018276445000000002,0.01715421
2005,2025,80,0.017691292,0.018276445000000002,0.01715421
2005,2025,100,0.017691292,0.018276445000000002,0.01715421
2006,2025,0,0.017127738,0.017707920000000002,0.0165804875
2006,2025,20,0.017127738,0.017707920000000002,0.0165804875
2006,2025,40,0.017127738,0.017707920000000002,0.0165804875
2006,2025,60,0.017127738,0.017707920000000002,0.0165804875
2006,2025,80,0.017127738,0.017707920000000002,0.0165804875
2006,2025,100,0.017127738,0.017707920000000002,0.0165804875
2007,2025,0,0.016633542,0.017172565,0.0160611025
2007,2025,20,0.016633542,0.017172565,0.0160611025
2007,2025,40,0.016633542,0.017172565,0.0160611025
2007,2025,60,0.016633542,0.017172565,0.0160611025
2007,2025,80,0.016633542,0.017172565,0.0160611025
2007,2025,100,0.016633542,0.017172565,0.0160611025
2008,2025,0,0.016169784,0.0166830475,0.0155608775
2008,2025,20,0.016169784,0.0166830475,0.0155608775
2008,2025,40,0.016169784,0.0166830475,0.0155608775
2008,2025,60,0.016169784,0.0166830475,0.0155608775
2008,2025,80,0.016169784,0.0166830475,0.0155608775
2008,2025,100,0.016169784,0.0166830475,0.0155608775
2009,2025,0,0.015627044,0.016122845,0.014991952499999999
2009,2025,20,0.015627044,0.016122845,0.014991952499999999
2009,2025,40,0.015627044,0.016122845,0.014991952499999999
2009,2025,60,0.015627044,0.016122845,0.014991952499999999
2009,2025,80,0.015627044,0.016122845,0.014991952499999999
2009,2025,100,0.015627044,0.016122845,0.014991952499999999
2010,2025,0,0.015029653,0.015511757499999999,0.01434777
2010,2025,20,0.015029653,0.015511757499999999,0.01434777
2010,2025,40,0.015029653,0.015511757499999999,0.01434777
2010,2025,60,0.015029653,0.015511757499999999,0.01434777
2010,2025,80,0.015029653,0.015511757499999999,0.01434777
2010,2025,100,0.015029653,0.015511757499999999,0.01434777
2011,2025,0,0.01430004,0.014801965,0.01358579
2011,2025,20,0.01430004,0.014801965,0.01358579
2011,2025,40,0.01430004,0.014801965,0.01358579
2011,2025,60,0.01430004,0.014801965,0.01358579
2011,2025,80,0.01430004,0.014801965,0.01358579
2011,2025,100,0.01430004,0.014801965,0.01358579
2012,2025,0,0.01339443,0.013899242499999999,0.012653000000000001
2012,2025,20,0.01339443,0.013899242499999999,0.012653000000000001
2012,2025,40,0.01339443,0.013899242499999999,0.012653000000000001
2012,2025,60,0.01339443,0.013899242499999999,0.012653000000000001
2012,2025,80,0.01339443,0.013899242499999999,0.012653000000000001
2012,2025,100,0.01339443,0.013899242499999999,0.012653000000000001
2013,2025,0,0.01259408,0.0130960025,0.0118217075
2013,2025,20,0.01259408,0.0130960025,0.0118217075
2013,2025,40,0.01259408,0.0130960025,0.0118217075
2013,2025,60,0.01259408,0.0130960025,0.0118217075
2013,2025,80,0.01259408,0.0130960025,0.0118217075
2013,2025,100,0.01259408,0.0130960025,0.0118217075
2014,2025,0,0.0117790471,0.01228084,0.010979275
2014,2025,20,0.0117790471,0.01228084,0.010979275
2014,2025,40,0.0117790471,0.01228084,0.010979275
2014,2025,60,0.0117790471,0.01228084,0.010979275
2014,2025,80,0.0117790471,0.01228084,0.010979275
2014,2025,100,0.0117790471,0.01228084,0.010979275
2015,2025,0,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,20,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,40,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,60,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,80,0.0110778819,0.011578805000000001,0.0102507925
2015,2025,100,0.0110778819,0.011578805000000001,0.0102507925
2016,2025,0,0.0100816568,0.0105865475,0.009232918
2016,2025,20,0.0100816568,0.0105865475,0.009232918
2016,2025,40,0.0100816568,0.0105865475,0.009232918
2016,2025,60,0.0100816568,0.0105865475,0.009232918
2016,2025,80,0.0100816568,0.0105865475,0.009232918
2016,2025,100,0.0100816568,0.0105865475,0.009232918
2017,2025,0,0.0089316412,0.009451761,0.0080511705
2017,2025,20,0.0089316412,0.009451761,0.0080511705
2017,2025,40,0.0089316412,0.009451761,0.0080511705
2017,2025,60,0.0089316412,0.009451761,0.0080511705
2017,2025,80,0.0089316412,0.009451761,0.0080511705
2017,2025,100,0.0089316412,0.009451761,0.0080511705
2018,2025,0,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,20,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,40,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,60,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,80,0.0081147914,0.008672364999999998,0.0071722885
2018,2025,100,0.0081147914,0.008672364999999998,0.0071722885
2019,2025,0,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,20,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,40,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,60,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,80,0.0073294471,0.007929530249999999,0.00630249625
2019,2025,100,0.0073294471,0.007929530249999999,0.00630249625
2020,2025,0,0.0068688103,0.0075084385,0.00576236375
2020,2025,20,0.0068688103,0.0075084385,0.00576236375
2020,2025,40,0.0068688103,0.0075084385,0.00576236375
2020,2025,60,0.0068688103,0.0075084385,0.00576236375
2020,2025,80,0.0068688103,0.0075084385,0.00576236375
2020,2025,100,0.0068688103,0.0075084385,0.00576236375
2021,2025,0,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,20,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,40,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,60,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,80,0.0063713959,0.0069650352499999995,0.00534467
2021,2025,100,0.0063713959,0.0069650352499999995,0.00534467
2022,2025,0,0.0057933132,0.0062772272500000005,0.0049542679999999995
2022,2025,20,0.0057933132,0.0062772272500000005,0.0049542679999999995
2022,2025,40,0.0057933132,0.0062772272500000005,0.0049542679999999995
2022,2025,60,0.0057933132,0.0062772272500000005,0.0049542679999999995
2022,2025,80,0.0057933132,0.0062772272500000005,0.0049542679999999995
2022,2025,100,0.0057933132,0.0062772272500000005,0.0049542679999999995
2023,2025,0,0.0052329553,0.00565198875,0.00460512375
2023,2025,20,0.0052329553,0.00565198875,0.00460512375
2023,2025,40,0.0052329553,0.00565198875,0.00460512375
2023,2025,60,0.0052329553,0.00565198875,0.00460512375
2023,2025,80,0.0052329553,0.00565198875,0.00460512375
2023,2025,100,0.0052329553,0.00565198875,0.00460512375
2024,2025,0,0.0048313218,0.00524205375,0.00429467
2024,2025,20,0.0048313218,0.00524205375,0.00429467
2024,2025,40,0.0048313218,0.00524205375,0.00429467
2024,2025,60,0.0048313218,0.00524205375,0.00429467
2024,2025,80,0.0048313218,0.00524205375,0.00429467
2024,2025,100,0.0048313218,0.00524205375,0.00429467
2025,2025,0,0.0044726626,0.004877155249999999,0.0039958505
2025,2025,20,0.0044803572,0.0048844597499999995,0.0040021907500000006
2025,2025,40,0.0044881129,0.004891808499999999,0.00400857575
2025,2025,60,0.0044959866,0.004899266249999999,0.0040150607500000005
2025,2025,80,0.0045039538,0.0049068025,0.004021625250000001
2025,2025,100,0.0045119875,0.0049143882499999994,0.00402824975
2026,2025,0,0.0041409695,0.00452905925,0.00370911375
2026,2025,20,0.0041731766,0.00456838025,0.003736441
2026,2025,40,0.0042046384,0.00459940725,0.0037629724999999996
2026,2025,60,0.0042354194,0.004629207,0.00378877875
2026,2025,80,0.0042655019,0.0046585164999999994,0.003813835
2026,2025,100,0.0042947917,0.00468725725,0.003838076
2027,2025,0,0.0038281086,0.00418493775,0.0034326515
2027,2025,20,0.0038936837,0.00426599075,0.00348955175
2027,2025,40,0.0039573263,0.004342298,0.003544238
2027,2025,60,0.0040187463,0.004402739750000001,0.0035964707499999997
2027,2025,80,0.0040778464,0.00446180075,0.0036461205
2027,2025,100,0.0041342833,0.00451932075,0.003692823
2028,2025,0,0.0035288365,0.0038610237499999995,0.0031638005
2028,2025,20,0.0036235552,0.00397771125,0.00324737525
2028,2025,40,0.0037171486,0.00409156,0.0033290255
2028,2025,60,0.0038085361,0.0041844195,0.00340756375
2028,2025,80,0.0038971095,0.004274759499999999,0.00348236525
2028,2025,100,0.0039816826,0.004362274749999999,0.0035520515000000003
2029,2025,0,0.0032444707,0.0035600712499999996,0.0028949845
2029,2025,20,0.0033613222,0.0036975292499999996,0.00300827225
2029,2025,40,0.0034804202,0.00383972925,0.00311435975
2029,2025,60,0.0036000062,0.003963522,0.003218098
2029,2025,80,0.0037188392,0.004085396999999999,0.0033189214999999996
2029,2025,100,0.0038344208,0.0042102245,0.0034138107500000002
2030,2025,0,0.0029771536,0.003284815,0.00264291825
2030,2025,20,0.0031105397,0.003425312,0.002770904
2030,2025,40,0.0032508082,0.0035931632499999998,0.00290254875
2030,2025,60,0.0033959534,0.0037439297499999996,0.00303097825
2030,2025,80,0.003544347,0.0038962382499999992,0.0031573929999999997
2030,2025,100,0.0036921138999999998,0.0040709399999999995,0.0032783115
2031,2025,0,0.0027276547,0.0030270015000000003,0.0024102815
2031,2025,20,0.0028731769,0.0031730944999999997,0.0025485489999999998
2031,2025,40,0.0030306113,0.00335694875,0.00269325925
2031,2025,60,0.0031981633,0.0035318344999999995,0.0028484622500000003
2031,2025,80,0.0033741903,0.0037213394999999995,0.002998513
2031,2025,100,0.0035536401,0.00393507175,0.00314507675
2032,2025,0,0.0024967566,0.0027864447499999995,0.00219505225
2032,2025,20,0.0026509658,0.00294347375,0.002340693
2032,2025,40,0.00282204,0.0031337707499999997,0.0024957825
2032,2025,60,0.0030087578,0.0033320084999999998,0.0026707325
2032,2025,80,0.0032098294,0.0035533587499999996,0.0028441984999999998
2032,2025,100,0.0034193505,0.00380292275,0.003014899
2033,2025,0,0.0022813431,0.002556901,0.00199152625
2033,2025,20,0.0024413033,0.00272659875,0.002143649
2033,2025,40,0.0026227486,0.00292068525,0.00231222125
2033,2025,60,0.0028252952,0.0031415554999999996,0.0024957242500000002
2033,2025,80,0.0030483033,0.0033876295,0.0026921465
2033,2025,100,0.0032853789,0.00367066975,0.00288480275
2034,2025,0,0.0020818461,0.0023446049999999996,0.0018036290000000002
2034,2025,20,0.0022451614,0.002523257,0.0019591765
2034,2025,40,0.0024341395,0.0027192842499999996,0.002138234
2034,2025,60,0.0026494006,0.002958517,0.0023282295
2034,2025,80,0.0028911787,0.00322800475,0.002544004
2034,2025,100,0.0031529189,0.0035393417499999997,0.0027561219999999997
2035,2025,0,0.0018978421,0.00215086,0.0016313805000000002
2035,2025,20,0.0020625482,0.0023349882499999995,0.0017879715
2035,2025,40,0.0022566089,0.00253254625,0.00197434075
2035,2025,60,0.0024817473,0.00278378425,0.002169246
2035,2025,80,0.002739219,0.0030739994999999997,0.0024005875
2035,2025,100,0.0030225904,0.0034094087499999997,0.0026295955
2036,2025,0,0.0017293995,0.00197274875,0.0014746149999999999
2036,2025,20,0.0018939407,0.0021619244999999997,0.00162928225
2036,2025,40,0.0020910498,0.0023636012499999998,0.0018215022499999999
2036,2025,60,0.0023236005,0.00261886125,0.00202234275
2036,2025,80,0.0025939637,0.0029297349999999997,0.0022613425
2036,2025,100,0.0028960487,0.0032871757499999994,0.0025068
2037,2025,0,0.001575462,0.0018091482499999999,0.0013323114999999998
2037,2025,20,0.0017385356,0.0020005279999999997,0.00148391275
2037,2025,40,0.0019369211,0.00220196825,0.0016785485
2037,2025,60,0.0021746525,0.0024665859999999998,0.0018839875000000001
2037,2025,80,0.0024552704,0.0027919469999999995,0.00212711925
2037,2025,100,0.0027731932,0.0031686399999999995,0.0023878170000000004
2038,2025,0,0.0014347058,0.001658755,0.00120313425
2038,2025,20,0.0015952238,0.0018472892499999997,0.001350741
2038,2025,40,0.0017933408,0.0020496242499999998,0.0015442385
2038,2025,60,0.0020342401,0.0023224155,0.00175381675
2038,2025,80,0.0023226441,0.0026592824999999995,0.00199941325
2038,2025,100,0.0026536034999999998,0.003051618,0.00227241625
2039,2025,0,0.00130629365,0.0015208117499999998,0.0010861632499999999
2039,2025,20,0.00146339803,0.0017054347499999996,0.00122905125
2039,2025,40,0.0016599693,0.00190920275,0.00141997
2039,2025,60,0.0019022994,0.0021860925000000003,0.0016318385000000002
2039,2025,80,0.0021962811,0.00253207625,0.00187841175
2039,2025,100,0.0025376792,0.00293736,0.0021610582500000003
2040,2025,0,0.00118952217,0.0013947212499999997,9.805838249999999e-4
2040,2025,20,0.00134256931,0.0015745924999999998,0.0011182524999999999
2040,2025,40,0.0015365669,0.001778833,0.001305464
2040,2025,60,0.001778865,0.002057796,0.001518097
2040,2025,80,0.0020764989,0.00241080875,0.0017646702500000002
2040,2025,100,0.002425985,0.002826544,0.00205197675
2041,2025,0,0.00108340956,0.0012795019999999999,8.85385075e-4
2041,2025,20,0.0012319137499999999,0.0014539867499999998,0.00101746325
2041,2025,40,0.00142250141,0.0016576299999999998,0.0012000915
2041,2025,60,0.0016635204,0.0019371745,0.001412187
2041,2025,80,0.0019631,0.0022953905,0.00165803575
2041,2025,100,0.00231853,0.002719249,0.00194685725
2042,2025,0,9.8695596e-4,0.0011741729999999997,7.9954055e-4
2042,2025,20,0.00113055981,0.0013427717499999998,9.2579405e-4
2042,2025,40,0.00131706223,0.00154491425,0.00110313875
2042,2025,60,0.0015557403,0.0018237765000000002,0.0013134935
2042,2025,80,0.0018557601,0.0021855835,0.0015561195
2042,2025,100,0.0022151859,0.00261542975,0.00184634425
2043,2025,0,8.9922603e-4,0.0010777927499999998,7.220989e-4
2043,2025,20,0.00103768572,0.0012401622499999998,8.42398475e-4
2043,2025,40,0.0012195766200000001,0.00144005,0.001013931
2043,2025,60,0.0014550249,0.00171714525,0.00122042875
2043,2025,80,0.0017541764,0.0020811529999999996,0.00146056175
2043,2025,100,0.0021158603,0.0025150862499999996,0.00175029725
2044,2025,0,8.1958865e-4,9.897668499999999e-4,6.52379525e-4
2044,2025,20,9.5277913e-4,0.00114570825,7.667134750000001e-4
2044,2025,40,0.00112968484,0.001342731,9.320663750000001e-4
2044,2025,60,0.00136120537,0.0016172097500000001,0.00113411225
2044,2025,80,0.001658401,0.00198228475,0.001371232
2044,2025,100,0.0020208544,0.00241862225,0.0016588957500000001
2045,2025,0,7.4708123e-4,9.091285499999999e-4,5.894204750000001e-4
2045,2025,20,8.7496067e-4,0.0010585345,6.97848275e-4
2045,2025,40,0.00104663109,0.0012522325,8.5679115e-4
2045,2025,60,0.0012736861,0.00152306925,0.00105357875
2045,2025,80,0.0015680342,0.0018886292499999996,0.0012872897499999999
2045,2025,100,0.001929997,0.00232590725,0.001574307
2046,2025,0,6.8109995e-4,8.352801499999998e-4,5.3260045e-4
2046,2025,20,8.036869e-4,9.781497999999998e-4,6.35237725e-4
2046,2025,40,9.6996172e-4,0.00116812875,7.87639675e-4
2046,2025,60,0.0011921358,0.0014345295,9.786772500000001e-4
2046,2025,80,0.00148289537,0.0017996762499999997,0.00120847025
2046,2025,100,0.0018432868,0.002236974,0.001493919
